product_id,product_name,category,subcategory,brand,supplier_id,sourcing_country,cost_price,selling_price,reorder_level,active_flag
PROD00438,SmartBuy Garden Tools Product 438,Garden & Outdoor,Garden Tools,SmartBuy,SUP00012,China,29.08,37.7,26,True
PROD00439,ValuePlus Outdoor Furniture Product 439,Garden & Outdoor,Outdoor Furniture,ValuePlus,SUP00030,India,35.85,45.16,79,True
PROD00440,TradeSelect Outdoor Furniture Product 440,Garden & Outdoor,Outdoor Furniture,TradeSelect,SUP00023,India,102.41,139.5,94,True
PROD00441,SmartBuy Pet Accessories Product 441,Pet Care,Pet Accessories,SmartBuy,SUP00039,UK,59.28,99.27,18,True
PROD00442,HomePro Interior Paint Product 442,Paints & Decorating,Interior Paint,HomePro,SUP00025,India,93.16,127.42,35,True
PROD00443,TradeSelect Dog Care Product 443,Pet Care,Dog Care,TradeSelect,SUP00016,China,79.89,120.65,95,True
PROD00444,PrimeChoice Bathroom Product 444,Homeware,Bathroom,PrimeChoice,SUP00035,UK,109.39,218.37,92,True
PROD00445,Everyday Essentials Switches Product 445,Electrical,Switches,Everyday Essentials,SUP00040,UK,111.16,198.97,86,True
PROD00446,SmartBuy Pet Accessories Product 446,Pet Care,Pet Accessories,SmartBuy,SUP00029,India,49.49,78.63,30,True
PROD00447,TradeSelect Cat Care Product 447,Pet Care,Cat Care,TradeSelect,SUP00035,UK,92.72,133.47,92,True
PROD00448,Everyday Essentials Pet Accessories Product 448,Pet Care,Pet Accessories,Everyday Essentials,SUP00038,UK,31.6,39.06,37,True
PROD00449,TradeSelect Lighting Product 449,Electrical,Lighting,TradeSelect,SUP00011,China,117.78,163.35,78,True
PROD00450,Everyday Essentials Cables Product 450,Electrical,Cables,Everyday Essentials,SUP00036,UK,47.9,72.17,10,True
PROD00451,ValuePlus Exterior Paint Product 451,Paints & Decorating,Exterior Paint,ValuePlus,SUP00017,China,77.45,110.1,21,True
PROD00452,ValuePlus Cables Product 452,Electrical,Cables,ValuePlus,SUP00028,India,29.83,56.06,51,True
PROD00453,TradeSelect Exterior Paint Product 453,Paints & Decorating,Exterior Paint,TradeSelect,SUP00014,China,45.49,60.19,66,True
PROD00454,ValuePlus Switches Product 454,Electrical,Switches,ValuePlus,SUP00007,China,83.65,123.09,74,True
PROD00455,SmartBuy BBQ Product 455,Garden & Outdoor,BBQ,SmartBuy,SUP00009,China,73.64,128.63,71,True
PROD00456,PrimeChoice Small Electrical Product 456,Electrical,Small Electrical,PrimeChoice,SUP00004,China,89.96,170.27,38,True
PROD00457,ValuePlus Interior Paint Product 457,Paints & Decorating,Interior Paint,ValuePlus,SUP00009,China,110.24,181.17,32,True
PROD00458,Everyday Essentials Outdoor Furniture Product 458,Garden & Outdoor,Outdoor Furniture,Everyday Essentials,SUP00006,China,95.79,175.97,30,True
PROD00459,PrimeChoice Wellness Product 459,Health & Beauty,Wellness,PrimeChoice,SUP00023,India,25.39,41.0,71,True
PROD00460,ValuePlus Dog Care Product 460,Pet Care,Dog Care,ValuePlus,SUP00030,India,85.83,157.34,13,True
PROD00461,Everyday Essentials Storage Product 461,Homeware,Storage,Everyday Essentials,SUP00028,India,26.16,43.47,40,True
PROD00462,TradeSelect Garden Tools Product 462,Garden & Outdoor,Garden Tools,TradeSelect,SUP00007,China,92.41,170.85,96,True
PROD00463,PrimeChoice Hair Care Product 463,Health & Beauty,Hair Care,PrimeChoice,SUP00018,China,17.04,26.1,23,True
PROD00464,Everyday Essentials Dog Care Product 464,Pet Care,Dog Care,Everyday Essentials,SUP00031,India,91.99,112.04,93,False
PROD00465,PrimeChoice Dog Care Product 465,Pet Care,Dog Care,PrimeChoice,SUP00010,China,117.7,145.99,72,True
PROD00466,PrimeChoice Exterior Paint Product 466,Paints & Decorating,Exterior Paint,PrimeChoice,SUP00032,India,43.75,55.46,46,True
PROD00467,HomePro Personal Care Product 467,Health & Beauty,Personal Care,HomePro,SUP00019,China,32.21,44.73,57,True
PROD00468,HomePro Wellness Product 468,Health & Beauty,Wellness,HomePro,SUP00014,China,95.69,162.7,78,True
PROD00469,TradeSelect Brushes & Rollers Product 469,Paints & Decorating,Brushes & Rollers,TradeSelect,SUP00027,India,29.54,56.1,85,True
PROD00470,ValuePlus Interior Paint Product 470,Paints & Decorating,Interior Paint,ValuePlus,SUP00022,India,103.24,133.08,23,True
PROD00471,TradeSelect Plant Care Product 471,Garden & Outdoor,Plant Care,TradeSelect,SUP00030,India,15.12,25.55,73,True
PROD00472,ValuePlus Bathroom Product 472,Homeware,Bathroom,ValuePlus,SUP00018,China,85.1,164.89,11,True
PROD00473,TradeSelect Cleaning Product 473,Homeware,Cleaning,TradeSelect,SUP00025,India,43.16,70.44,85,True
PROD00474,PrimeChoice Pet Food Product 474,Pet Care,Pet Food,PrimeChoice,SUP00007,China,30.16,60.11,40,True
PROD00475,ValuePlus Cat Care Product 475,Pet Care,Cat Care,ValuePlus,SUP00033,UK,15.46,27.25,52,True
PROD00476,HomePro Cat Care Product 476,Pet Care,Cat Care,HomePro,SUP00030,India,23.1,37.98,75,True
PROD00477,TradeSelect Small Electrical Product 477,Electrical,Small Electrical,TradeSelect,SUP00039,UK,106.27,174.96,82,True
PROD00478,HomePro Interior Paint Product 478,Paints & Decorating,Interior Paint,HomePro,SUP00004,China,38.38,48.11,73,True
PROD00479,ValuePlus Kitchen Product 479,Homeware,Kitchen,ValuePlus,SUP00039,UK,42.52,69.65,92,True
PROD00480,SmartBuy Lighting Product 480,Electrical,Lighting,SmartBuy,SUP00019,China,64.5,120.13,67,True
PROD00481,ValuePlus Cat Care Product 481,Pet Care,Cat Care,ValuePlus,SUP00006,China,100.19,147.51,64,True
PROD00482,Everyday Essentials Bathroom Product 482,Homeware,Bathroom,Everyday Essentials,SUP00029,India,104.72,188.79,94,True
PROD00483,Everyday Essentials Garden Tools Product 483,Garden & Outdoor,Garden Tools,Everyday Essentials,SUP00016,China,50.4,100.04,86,True
PROD00484,ValuePlus Outdoor Furniture Product 484,Garden & Outdoor,Outdoor Furniture,ValuePlus,SUP00010,China,4.15,6.36,22,True
PROD00485,ValuePlus Wellness Product 485,Health & Beauty,Wellness,ValuePlus,SUP00036,UK,69.0,87.8,18,True
PROD00486,HomePro Pet Accessories Product 486,Pet Care,Pet Accessories,HomePro,SUP00015,China,89.27,126.69,53,True
PROD00487,Everyday Essentials Kitchen Product 487,Homeware,Kitchen,Everyday Essentials,SUP00016,China,39.95,48.73,95,True
PROD00488,TradeSelect Personal Care Product 488,Health & Beauty,Personal Care,TradeSelect,SUP00037,UK,94.32,162.62,18,True
PROD00489,TradeSelect Lighting Product 489,Electrical,Lighting,TradeSelect,SUP00008,China,20.0,33.45,43,True
PROD00490,Everyday Essentials Garden Tools Product 490,Garden & Outdoor,Garden Tools,Everyday Essentials,SUP00026,India,119.83,152.66,61,True
PROD00491,Everyday Essentials Pet Food Product 491,Pet Care,Pet Food,Everyday Essentials,SUP00006,China,40.56,77.63,66,True
PROD00492,HomePro Pet Accessories Product 492,Pet Care,Pet Accessories,HomePro,SUP00012,China,31.38,43.38,35,True
PROD00493,SmartBuy Storage Product 493,Homeware,Storage,SmartBuy,SUP00035,UK,53.9,98.73,69,True
PROD00494,PrimeChoice BBQ Product 494,Garden & Outdoor,BBQ,PrimeChoice,SUP00005,China,80.89,154.89,53,True
PROD00495,HomePro Cat Care Product 495,Pet Care,Cat Care,HomePro,SUP00002,China,54.45,70.71,68,True
PROD00496,HomePro Bathroom Product 496,Homeware,Bathroom,HomePro,SUP00005,China,85.41,152.25,94,True
PROD00497,SmartBuy Wellness Product 497,Health & Beauty,Wellness,SmartBuy,SUP00022,India,27.32,49.79,55,True
PROD00498,Everyday Essentials Small Electrical Product 498,Electrical,Small Electrical,Everyday Essentials,SUP00004,China,119.16,188.0,61,True
PROD00499,SmartBuy Dog Care Product 499,Pet Care,Dog Care,SmartBuy,SUP00040,UK,77.93,110.64,55,True
PROD00500,ValuePlus Kitchen Product 500,Homeware,Kitchen,ValuePlus,SUP00033,UK,5.13,9.16,49,True
